order_id,customer_id,product_id,quantity,order_date
16234,5016,578,5,2026-06-17
14596,8324,301,1,2025-01-21
24617,2261,714,3,2023-06-23
9171,7662,266,7,2025-02-15
84255,6120,119,9,2023-08-13
83329,4298,779,1,2022-02-24
12341,3109,805,2,2024-07-21
25805,3083,739,3,2025-03-20
35397,3553,89,3,2022-11-06
17939,5344,451,2,2025-11-16
92552,2718,740,3,2024-12-15
78170,5217,32,1,2023-12-15
27659,8011,668,2,2024-10-28
66347,6296,554,2,2022-03-23
79581,320,96,9,2025-04-17
73314,7267,733,5,2026-02-18
83376,2816,915,10,2022-11-25
67253,3472,972,8,2023-01-11
23381,9356,323,3,2026-04-11
62354,844,960,2,2023-11-16
20331,1401,740,9,2023-01-02
14574,8838,409,7,2023-05-07
89504,5124,98,8,2025-06-09
99300,9394,931,9,2025-02-01
7810,552,160,3,2025-01-01
35717,7621,244,2,2025-02-21
69666,8013,4331,2,2025-10-06
73962,2433,584,10,2022-05-04
32895,2162,363,6,2026-05-28
67986,4209,86,5,2023-04-27
98865,9401,752,3,2024-08-14
39507,6184,355,1,2025-04-22
67270,7400,336,1,2022-07-21
63655,6185,195,2,2025-06-11
73996,5961,226,10,2023-10-07
28721,1793,118,9,2025-10-29
56140,2873,576,3,2026-01-11
32448,6568,836,1,2022-02-12
92587,9542,686,7,2022-10-10
5810,1133,107,1,2024-11-12
33518,7694,577,3,2025-08-31
33978,5280,301,4,2022-08-07
59972,7153,531,2,2022-08-24
56567,4444,418,6,2022-07-21
9988,1205,902,5,2026-03-01
54049,8629,146,8,2023-05-05
78472,1500,249,7,2025-05-01
6674,799,956,8,2022-08-04
33048,857,165,,2025-02-23
29208,2803,544,3,2022-08-03
96896,9570,282,7,2022-10-17
37677,118,886,5,2023-09-27
8094,8467,168,9,2024-07-10
49108,4073,449,1,2024-02-10
72400,9901,851,two,2022-06-27
85789,7010,303,7,2022-07-15
34241,5229,133,3,2024/07/18
68574,12530,937,3,2022-09-24
84616,9658,417,4,2023-03-04
50608,7140,42,5,2024-07-18
86190,9024,928,1,2022-03-30
64070,4816,725,8,2023-10-16
69022,1734,632,3,2025-10-07
10581,12063,795,2,2024-03-30
54667,5509,44,3,2024-12-21
83445,6871,711,9,2026-04-22
57411,7902,92,8,2026-07-04
82775,5408,141,10,2026-03-20
82555,2680,462,7,2022-04-26
50376,,962,3,2022-10-05
56864,5453,896,10,2022-02-12
91680,1221,525,10,2026-08-27
60730,7183,422,9,2026-03-29
73706,8395,875,8,2022-02-10
36475,9690,870,1,2024-11-03
2926,3834,809,5,2023-06-15
8578,2259,52,4,2023-03-24
50555,4159,850,8,2026-08-08
23274,6817,604,3,2025-05-21
97181,997,757,2,2025-05-27
84400,9783,373,6,2024-05-11
30594,515,625,7,2026-03-05
46616,1947,908,6,2022-01-12
76461,8966,153,4,2024-10-26
70888,7509,54,5,2026-06-22
29427,1651,874,4,2026-03-21
62898,3067,979,4,2025-03-10
87758,4678,482,8,2023-08-15
47419,2633,473,5,2026-05-17
47881,1964,372,9,2025-11-16
27913,8537,663,9,2023-04-06
75314,9719,499,10,2026-01-18
173,7642,107,7,2024-06-16
67281,3340,203,1,2022-12-23
92485,3368,25,9,2026-09-14
20548,5388,,5,2025-11-05
96706,7849,145,5,2022-12-13
73983,753,469,7,2026-02-17
43807,8420,59,4,2025-02-25
33681,5439,199,2,2025-07-18
78876,8694,972,10,2023-10-18
91968,6121,62,6,2023-06-22
87788,4948,255,10,2024-06-12
13091,5841,335,9,2026-04-17
20208,2005,751,6,2024-04-16
74074,5663,553,4,2023-07-01
7909,9903,538,6,2024-11-18
50437,3380,430,,2023-11-15
25342,6897,46,8,2023-03-08
11475,3952,624,6,2026-02-17
5623,5064,657,5,2025-06-05
51266,,559,7,2024-01-30
89638,4985,892,4,2023-04-30
19686,3810,639,8,2023-12-26
68344,5052,186,8,2025-12-29
68277,342,464,0,2024-07-31
52367,2961,324,5,2024-01-06
64317,2796,398,10,2026-06-22
67286,5563,57,3,2022-05-16
88193,8795,423,6,2024-10-25
29129,5790,170,9,2025-05-03
38339,8424,817,1,2024-01-29
33650,6395,908,2,2022-08-07
69039,3890,367,4,2022-07-15
68900,6506,725,8,2025-02-10
10295,3503,629,3,2022-08-11
20983,34,936,9,2024-11-10
72290,5654,841,6,2025-06-22
64636,7519,266,6,2023-04-27
13976,5459,139,4,2026-09-15
71015,7704,944,10,2023-10-25
39594,947,644,8,2024-03-15
71689,6671,590,1,2026-01-13
76223,7098,544,1,2023-09-28
15626,2481,683,4,2025-07-09
11463,3496,282,8,2022-07-14
42080,2565,346,8,2023-05-08
19043,5096,829,4,2024-12-18
53809,6779,31,5,2025-11-12
99057,6320,491,1,2026-05-13
89700,298,62,7,2025-09-18
20541,866,732,1,2024-08-12
29041,7463,281,8,2025-10-30
63624,279,379,1,2022-09-07
59148,9649,647,1,2023-07-15
31667,6039,43,5,2022-11-08
13780,3805,449,10,2023-10-19
32197,5534,2362,3,2024-07-07
264,846,566,3,2026-03-23
26777,2340,62,4,2024-03-18
61359,1106,156,5,2024-08-11
84465,7646,,6,2024-07-17
23162,9580,787,10,2026-08-05
76457,5785,439,7,2024-10-17
81217,5480,116,10,2025-11-17
85709,5716,927,10,2025-05-18
37014,411,543,5,2024-04-16
38438,1934,514,2,2024-02-03
49362,1943,319,,2026-03-26
14693,6252,535,two,2023-10-06
30038,6852,297,10,2023-03-05
83731,8580,737,9,2023-02-07
77283,859,928,4,2022-09-28
67569,3032,713,2,2025-06-12
80677,1065,646,8,2023-05-17
46960,115,86,10,2023-02-09
47313,2294,862,3,2026-01-08
37832,7276,63,6,2024-08-04
17171,6316,466,10,2025-07-03
48993,1260,62,10,2026-05-18
12764,3123,512,2,2022-02-04
80056,13692,786,9,2023-10-30
70502,617,174,7,2023-07-04
29248,1711,806,9,2022-01-07
89983,2883,721,9,2024-03-24
2405,6826,410,7,2024-01-20
44222,5294,121,0,2024-12-07
57234,4964,373,1,2022-01-07
50831,1167,882,9,2025-04-15
38125,9366,959,5,2022-03-05
17874,1969,,2,2025-08-28
18825,7164,24,1,2023-05-25
14127,2853,14,2,2024-05-18
46470,7097,11,4,2023-01-20
61661,654,661,4,2025-10-30
16579,1240,716,4,2026-02-10
38844,8190,703,10,2026-03-17
77510,74,319,3,2024-12-11
77558,4180,974,9,2023-07-30
59091,5741,609,5,2022-07-29
28617,329,236,8,2022-02-26
2074,3967,657,5,
43613,4000,794,10,2022-01-09
1929,,523,6,2025-07-06
48462,78,412,10,2022-10-26
88903,6760,227,1,2026-07-05
2094,6051,745,4,2022-11-03
65552,8693,410,8,2025-01-20
65764,9457,407,6,2023-10-22
54532,9879,921,9,2023-04-11
46850,5992,43,4,2023-07-16
64408,4065,31,2,2025-03-11
8015,5533,685,2,2023-03-12
97051,6552,271,7,2024-04-01
95522,5950,431,4,2024-05-01
83248,4228,202,10,2023-07-26
97158,5917,890,8,2023-05-29
60535,2486,191,10,
48970,9332,412,6,
15397,1372,357,4,2022-02-07
42751,8970,174,9,2022-05-03
38170,134,159,1,
31109,6153,100,4,2024-10-02
94578,7850,837,8,2024-11-22
33800,2624,251,3,2022-11-22
43048,8265,45,7,2025-02-25
43174,4286,45,2,2025-03-24
99060,6661,791,10,2024-03-13
14370,3820,109,5,2025-12-20
43701,7578,420,4,2025-03-03
54225,1525,263,2,2025-09-15
57791,6768,368,6,2026-09-06
81797,4827,666,6,2025-10-29
69477,7626,673,7,2026-07-23
94864,6937,638,6,2026-09-06
27498,2398,447,1,2022-01-31
97036,238,185,2,2024-05-30
50836,1475,179,5,2023-01-30
32433,9729,592,9,2024-07-07
67956,7615,634,6,2024-06-01
22776,2048,848,5,2024-07-22
4105,2315,195,5,2022-08-11
93188,6198,546,3,2024-12-01
65695,7790,724,10,2024-01-06
43146,886,545,3,2023-08-16
24733,1698,220,7,2023-03-15
73963,9698,2,9,2025-10-24
43116,5953,266,10,2022-08-31
7654,9740,469,1,2024-06-12
84254,8518,413,5,2022-10-17
46795,8352,405,1,2023-12-07
20988,7658,718,3,2025-05-16
69972,8649,351,5,2022-08-30
31995,9277,971,1,2026-03-22
76349,8340,139,8,2024-12-05
37665,7103,452,4,2025-10-27
15458,9327,737,6,2023-05-06
46108,7794,749,1,2025-07-08
79168,6801,83,4,2024/11/16
43305,5173,855,2,2025-04-09
7461,5755,96,3,2024-12-11
49068,6173,383,2,2025-07-16
52072,6622,437,1,2025-09-22
27680,5004,137,9,2024-01-27
70218,1912,634,2,2022-08-29
40736,6330,906,7,2026-04-23
79686,6439,72,3,2022-08-05
68198,8945,233,2,2022-12-01
3970,2302,909,1,04-13-2023
52802,3419,705,9,2022-03-11
99134,9646,360,6,2023-05-07
99048,8306,820,3,2022-09-05
70570,1244,531,3,2023-10-10
85036,3620,549,5,2025-03-12
61906,9240,340,9,2026-01-17
92514,8498,46,1,2023-09-14
88447,3846,406,10,2025-09-11
62578,4992,568,5,2022-07-09
71327,5765,424,5,2025-07-27
27906,1280,142,8,2025-11-05
45861,4297,756,10,2024-10-30
22625,3519,503,9,2026-03-08
25809,9053,470,8,2026-06-10
60893,7108,488,9,2024-09-08
90308,8112,310,10,2022-12-12
27314,8546,38,8,2023-10-07
63523,3303,302,7,2025-11-03
5221,6789,752,1,2022-07-02
49898,7074,667,5,2025-04-19
49021,7686,574,3,2023-03-28
2370,5278,300,10,2024-12-18
19682,9091,428,3,2022-05-13
71615,1628,236,7,2022-06-05
76008,5910,67,9,2026-02-13
19595,1183,377,3,2024-10-21
70046,1663,800,5,2024-07-02
15437,5153,75,4,2025-02-04
91917,6694,672,7,2026-08-13
41774,9628,959,2,2023-02-19
61421,6413,113,1,2023-06-29
88025,2808,320,6,2026-01-29
3549,4813,120,9,2025-01-20
49477,7410,693,9,2023-10-24
47311,9636,408,1,2024-06-10
11487,6394,330,9,2025-02-13
79171,5019,721,4,2023-05-18
2344,6541,953,4,2025-03-05
23999,6915,670,2,2025-08-25
48510,5248,737,7,2022-09-25
54361,530,718,4,2023-02-03
65459,3795,111,9,2023-03-27
13822,2456,832,1,2026-07-24
19433,4282,93,1,2022-03-09
48810,2394,971,6,2024-06-10
38333,2255,540,2,2025-07-02
20437,207,188,7,2024-09-25
43854,1903,679,8,2024-06-04
35224,8515,693,7,2025-05-23
65807,5177,297,6,2022-03-03
50081,4472,544,7,2024-08-14
64576,7424,490,10,2023-12-25
3536,2196,763,6,2023-04-18
43020,4343,312,1,15-Dec-2025
90334,8979,58,8,2026-04-19
70606,9489,577,4,2099-12-23
35228,5144,69,7,2026/04/25
74444,887,122,5,2022-05-01
43881,4745,30,1,2023-12-14
14777,7070,849,5,2024-11-22
78355,324,852,2,2024-09-23
9558,2809,437,10,2024-11-29
73412,7971,204,10,2023-12-18
21511,3262,229,9,2025-06-01
92409,9805,864,5,2025-08-01
72106,9888,860,5,2022-12-05
82672,3023,958,2,2023-03-22
63969,743,182,7,2026-07-16
9008,6759,126,2,2024-11-13
71741,3351,336,3,2022-05-09
51370,6484,470,2,2023-11-18
24807,7848,442,5,2024-01-30
24576,334,602,0,2023-01-10
33111,8198,592,5,2026-05-05
63668,2072,31,5,2025-04-06
74130,2278,331,7,2025-10-13
2047,5944,562,3,2099-01-11
36460,9054,792,3,2026-06-01
21871,8850,530,6,2023-11-11
70422,9918,306,9,2025-08-09
86513,362,657,4,2025-05-13
3012,7241,66,7,2024-09-09
71636,1860,650,10,2024-07-29
57251,9788,685,10,2022-04-25
64184,5531,159,4,2022-09-30
77340,9658,817,1,2023-08-27
45924,9154,454,8,2023-01-08
75781,4646,377,9,2023-09-24
1977,9206,229,two,2026-07-06
28972,9782,840,6,2023-02-10
66445,983,674,2,2022-10-14
18292,8686,883,1,2025-07-26
81632,1418,72,5,2023-11-10
39699,9744,543,3,2024-01-17
41257,293,135,5,2023-07-21
81152,8800,855,10,2022-01-25
72965,4420,720,7,2025-04-03
69142,1145,52,7,2025-08-13
30324,2805,980,1,2023-03-21
73367,5252,932,6,2023-09-03
85929,5949,26,6,2024-11-03
66284,9544,475,1,2024-04-04
38955,8574,646,1,2024-09-27
96559,4977,207,7,2025-05-05
51247,8715,980,4,2022-05-31
31118,2485,361,10,2023-10-13
67676,9838,594,6,2024-02-03
2377,3299,611,9,2025-09-23
62472,7126,239,7,2025-02-07
14643,4110,954,6,2025-10-23
58778,7037,864,9,2023-04-23
90127,9203,252,6,2024-11-13
56317,5544,182,3,2022-05-08
37952,5896,795,8,2023-04-14
19251,7499,850,4,2024-11-09
18636,7830,380,7,2025-05-16
84450,2104,790,10,2025-04-20
65078,4881,367,5,2022-07-18
26853,7926,223,10,2022-10-03
60680,2154,184,5,2025-05-04
41226,9339,168,7,2026-02-10
77759,9179,363,2,2024-11-23
96133,1939,639,6,2022-04-16
86612,2117,915,1,2024-04-25
48837,9457,675,6,2025-08-25
93250,926,66,8,2099-05-30
96587,3196,945,1,2022-08-30
13023,2406,29,6,2022-10-25
56706,4714,393,3,2026-01-25
52373,8832,525,10,2024-12-22
384,2284,385,9,2023-09-14
74385,4671,385,5,2026-08-05
13991,6956,507,7,2026-02-17
78321,975,35,10,2026-08-14
25978,8846,511,3,2022-08-05
53181,8736,22,6,2025-07-30
19264,3119,490,9,2026-06-23
48434,4254,101,2,
83856,6381,242,5,2025-07-22
77923,615,851,10,2024-06-29
93839,6138,473,2,2023-11-21
65568,3601,497,4,2023-05-16
94581,5329,547,5,2022-07-27
90369,4860,536,9,2025-10-20
12271,6046,7,7,2024-11-01
16264,1009,494,1,2022-01-13
53176,3324,417,10,2026-02-15
29402,3102,464,4,2025-08-28
82175,9027,184,1,2023-03-01
56334,9576,929,4,2023-12-22
18963,8857,43,9,2022-05-04
87893,8895,432,9,2022-10-31
96747,6100,708,10,2022-05-20
67318,2947,408,10,2022-01-07
83095,1846,596,2,2023-10-13
33116,2748,128,1,2023-07-16
81481,2946,608,5,2022-01-30
32888,4991,357,10,2023-05-18
1017,6577,743,10,2025-01-17
46836,1748,931,1,2025-02-09
75272,6786,105,5,2025-02-23
11607,8549,458,3,2022-07-15
34981,6993,517,1,2026-06-25
6159,1377,87,1,2026-05-25
76964,2456,343,1,2023-02-16
84744,4525,74,8,2022/03/16
13147,7199,519,9,2024-05-09
56734,3447,27,10,2022-09-03
52977,109,716,5,2025-11-08
97420,8772,226,2,2024-03-23
8949,8241,775,10,2024-09-17
31888,5025,374,7,2026-02-25
2372,1647,921,4,2024-05-15
27567,4190,752,7,2025-10-19
7539,9223,205,2,2023-06-20
16109,197,182,2,2026-07-12
14130,2123,120,9,2026-06-08
66565,7845,585,9,2024-01-17
95256,8642,584,3,2023-02-25
766,3074,300,4,2022-01-08
72117,3737,612,9,2026-07-29
96898,1506,678,3,2023-12-18
82729,254,718,8,2025/01/01
20364,9295,665,5,2023-06-07
86415,4442,3829,5,2025-03-06
21791,5450,354,3,2026-07-28
68020,5221,664,1,2025-03-26
13027,8828,651,2,2025-06-05
60298,6774,558,1,2025-09-16
71369,1833,241,7,2025-09-27
84891,7502,912,1,2022-10-25
51220,7451,748,4,2024-07-25
43423,6783,522,8,2024-11-10
59525,9466,808,7,2024-06-24
92389,5973,791,3,2022-06-14
43120,5771,914,4,2024-02-22
3991,1475,761,9,2024-02-25
7713,8848,855,4,2023-08-05
45480,1138,743,9,2025-08-17
96830,3617,359,10,2023-02-01
39649,9153,485,5,2026-05-11
79002,9432,948,3,2025-11-23
85599,9406,773,9,2023-09-27
86760,5782,463,7,2025-09-24
76777,5981,601,5,2022-02-01
97129,8452,918,10,2024-06-21
67536,2845,755,3,2025-10-22
1623,4393,317,3,2022-08-22
74701,3366,339,two,2023-10-14
68687,8724,104,,2022-02-13
69586,2831,229,8,2023-09-02
10620,5376,101,2,2026-03-15
48546,871,545,10,2022-07-16
70022,5741,501,6,2026-04-29
10460,1403,312,4,2024-02-05
15005,5665,34,9,2024-04-16
6865,330,349,6,2022-10-07
